"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","returns the same nodes from the graphData","getExploreTableData","Mon Jan 26 21:59:42 UTC 2026","passed","Mon Jan 26 21:59:42 UTC 2026","","","",""
"Test cases for TestManagementResource_UpdateUser_SelfDisable","842","TestManagementResource_UpdateUser_SelfDisable","","Mon Jan 26 21:57:14 UTC 2026","passed","Mon Jan 26 21:57:15 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_UpdateUser_SelfDisable","TestManagementResource_UpdateUser_SelfDisable"
"Test cases for TestSet","0","TestSet","","Mon Jan 26 21:57:25 UTC 2026","passed","Mon Jan 26 21:57:25 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/lab/internal/TestSet","TestSet"
"Test cases for TestResources_ListADEntityRDPRights","1","TestResources_ListADEntityRDPRights","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADEntityRDPRights","TestResources_ListADEntityRDPRights"
"","139","renders enabled Zone and Object tabs and disabled Rule tab","Selected Details Tabs","Mon Jan 26 21:58:54 UTC 2026","passed","Mon Jan 26 21:58:54 UTC 2026","","Selected Details Tabs - Params present","",""
"","267","filling in the name value allows updating the selector and navigates back to the details page","Tag Form","Mon Jan 26 21:57:36 UTC 2026","passed","Mon Jan 26 21:57:36 UTC 2026","","","",""
"","950","renders the form for editing an existing rule","Rule Form","Mon Jan 26 21:57:50 UTC 2026","passed","Mon Jan 26 21:57:50 UTC 2026","","","",""
"Test cases for TestActivateMFA_Failure","838","TestActivateMFA_Failure","","Mon Jan 26 21:57:42 UTC 2026","passed","Mon Jan 26 21:57:42 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestActivateMFA_Failure","TestActivateMFA_Failure"
"","69","renders note header correctly","HistoryNotes Component","Mon Jan 26 22:01:30 UTC 2026","passed","Mon Jan 26 22:01:30 UTC 2026","","","",""
"","127","renders Label as first tab and is also the initially selected on first render in Labels View/Tab","Selected Details Tabs","Mon Jan 26 21:58:54 UTC 2026","passed","Mon Jan 26 21:58:54 UTC 2026","","Selected Details Tabs - Params present","",""
"","1340","should open edge filtering dialog","EdgeFilter","Mon Jan 26 21:59:29 UTC 2026","passed","Mon Jan 26 21:59:30 UTC 2026","","","",""
"","460","should not call onSave when Save button is clicked and form input is invalid","CreateUserDialog","Mon Jan 26 21:58:03 UTC 2026","passed","Mon Jan 26 21:58:03 UTC 2026","","","",""
"Test cases for TestStringSetValid","0","TestStringSetValid","","Mon Jan 26 21:57:01 UTC 2026","passed","Mon Jan 26 21:57:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestStringSetValid","TestStringSetValid"
"","136","respects openIndex (default opened panel)","<DetailsAccordion />","Mon Jan 26 21:58:22 UTC 2026","passed","Mon Jan 26 21:58:22 UTC 2026","","","",""
"","0","uppercases boolean values","Formatting boolean properties","Mon Jan 26 21:58:44 UTC 2026","passed","Mon Jan 26 21:58:44 UTC 2026","","","",""
"Test cases for TestManagementResource_SAMLLoginRedirect","5","TestManagementResource_SAMLLoginRedirect","","Mon Jan 26 21:57:43 UTC 2026","passed","Mon Jan 26 21:57:43 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_SAMLLoginRedirect","TestManagementResource_SAMLLoginRedirect"
"","284","should call onClose when the Close button is clicked","UpsertSAMLProviderForm","Mon Jan 26 22:00:35 UTC 2026","passed","Mon Jan 26 22:00:35 UTC 2026","","","",""
"","489","does not display must be new password error messages when current password is not required","PasswordDialog","Mon Jan 26 21:57:57 UTC 2026","passed","Mon Jan 26 21:57:57 UTC 2026","","","",""
"Test cases for TestResources_ListADComputerSessions","1","TestResources_ListADComputerSessions","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADComputerSessions","TestResources_ListADComputerSessions"
"Test cases for TestResources_GetAZRelatedEntities","104","TestResources_GetAZRelatedEntities","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAZRelatedEntities","TestResources_GetAZRelatedEntities"
"","44","should render oidc info provider","SSOProviderTable","Mon Jan 26 22:00:16 UTC 2026","passed","Mon Jan 26 22:00:16 UTC 2026","","","",""
"","56","should on clicking remove call clearSelectedItem","EdgeInfoHeader","Mon Jan 26 22:00:25 UTC 2026","passed","Mon Jan 26 22:00:25 UTC 2026","","","",""
"","64","renders a link to the documentation","BloodHoundConfiguration","Mon Jan 26 22:02:56 UTC 2026","passed","Mon Jan 26 22:02:56 UTC 2026","","","",""
"Test cases for TestDetectBOMEncoding","0","TestDetectBOMEncoding","","Mon Jan 26 21:57:22 UTC 2026","passed","Mon Jan 26 21:57:22 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/bomenc/TestDetectBOMEncoding","TestDetectBOMEncoding"
"","215","sets a secondary=id and searchType=pathfinding when primary is truethy","ContextMenu","Mon Jan 26 21:58:23 UTC 2026","passed","Mon Jan 26 21:58:23 UTC 2026","","","",""
"","533","should display ""Generate/Revoke API Tokens"" title","UserTokenManagementDialog","Mon Jan 26 22:00:21 UTC 2026","passed","Mon Jan 26 22:00:22 UTC 2026","","","",""
"Test cases for TestTypes_Scan_InvalidInput","0","TestTypes_Scan_InvalidInput","","Mon Jan 26 21:57:01 UTC 2026","passed","Mon Jan 26 21:57:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/TestTypes_Scan_InvalidInput","TestTypes_Scan_InvalidInput"
"Test cases for Test_ConvertAzureRoleManagementPolicyAssignment","0","Test_ConvertAzureRoleManagementPolicyAssignment","","Mon Jan 26 21:57:23 UTC 2026","passed","Mon Jan 26 21:57:23 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/ein/Test_ConvertAzureRoleManagementPolicyAssignment","Test_ConvertAzureRoleManagementPolicyAssignment"
"","45","does not render the analysis toggle when multi tier analysis enabled is false","Tag Form","Mon Jan 26 21:57:35 UTC 2026","passed","Mon Jan 26 21:57:35 UTC 2026","","","",""
"","0","returns true if arrays have same content in different order","areArraysSimilar","Mon Jan 26 22:01:26 UTC 2026","passed","Mon Jan 26 22:01:26 UTC 2026","","","",""
"Test cases for Test_parseLatestVersion","1","Test_parseLatestVersion","","Mon Jan 26 21:57:39 UTC 2026","passed","Mon Jan 26 21:57:39 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/stbernard/git/Test_parseLatestVersion","Test_parseLatestVersion"
"","50","renders section when no errors occur","EntityInfoCollapsibleSection","Mon Jan 26 22:01:19 UTC 2026","passed","Mon Jan 26 22:01:19 UTC 2026","","","",""
"Test cases for Test_TopLevel","0","Test_TopLevel","","Mon Jan 26 21:57:37 UTC 2026","passed","Mon Jan 26 21:57:37 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/schemagen/csgen/Test_TopLevel","Test_TopLevel"
"Test cases for TestManagementResource_ListSAMLSignOnEndpoints","4","TestManagementResource_ListSAMLSignOnEndpoints","","Mon Jan 26 21:57:43 UTC 2026","passed","Mon Jan 26 21:57:43 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListSAMLSignOnEndpoints","TestManagementResource_ListSAMLSignOnEndpoints"
"","7","adds new key to state","useObjectState","Mon Jan 26 22:01:12 UTC 2026","passed","Mon Jan 26 22:01:12 UTC 2026","","","",""
"Test cases for TestCache_NewCache","2","TestCache_NewCache","","Mon Jan 26 21:57:22 UTC 2026","passed","Mon Jan 26 21:57:22 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/cache/TestCache_NewCache","TestCache_NewCache"
"","1047","allows switching between the Zones and Labels tabs","Zone Management","Mon Jan 26 22:01:08 UTC 2026","passed","Mon Jan 26 22:01:09 UTC 2026","","","",""
"Test cases for TestResources_CreateSavedQuery_EmptyBody","0","TestResources_CreateSavedQuery_EmptyBody","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_CreateSavedQuery_EmptyBody","TestResources_CreateSavedQuery_EmptyBody"
"","129","should render all of the options as checkboxes","Checkbox group","Mon Jan 26 22:01:32 UTC 2026","passed","Mon Jan 26 22:01:32 UTC 2026","","","",""
"Test cases for TestDefaultRateLimitMiddleware","1","TestDefaultRateLimitMiddleware","","Mon Jan 26 21:56:47 UTC 2026","passed","Mon Jan 26 21:56:47 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestDefaultRateLimitMiddleware","TestDefaultRateLimitMiddleware"
"","145","renders enabled Label, Rule and Object tabs","Selected Details Tabs","Mon Jan 26 21:58:54 UTC 2026","passed","Mon Jan 26 21:58:54 UTC 2026","","Selected Details Tabs - Params present","",""
"","0","fails for empty password","testPassword","Mon Jan 26 22:01:46 UTC 2026","passed","Mon Jan 26 22:01:46 UTC 2026","","","",""
"Test cases for TestGetMFAActivationStatus_Success","0","TestGetMFAActivationStatus_Success","","Mon Jan 26 21:57:42 UTC 2026","passed","Mon Jan 26 21:57:42 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestGetMFAActivationStatus_Success","TestGetMFAActivationStatus_Success"
"","172","has the correct value for the links in the breadcrumbs","Create Update pages","Mon Jan 26 22:00:59 UTC 2026","passed","Mon Jan 26 22:01:00 UTC 2026","","","",""
"","114","renders enabled prop when flag is enabled","FeatureFlag","Mon Jan 26 22:00:40 UTC 2026","passed","Mon Jan 26 22:00:40 UTC 2026","","","",""
"","7","dismisses the ""no permission"" notification on unmount","useFinishedJobs","Mon Jan 26 21:59:12 UTC 2026","passed","Mon Jan 26 21:59:12 UTC 2026","","","",""
"","68","populates the source and destination node fields when query params are passed","usePathfindingSearch","Mon Jan 26 21:59:25 UTC 2026","passed","Mon Jan 26 21:59:25 UTC 2026","","","",""
"","36","Calls the cypher search endpoint for a node with a type that is not in our schema","EntityObjectInformation","Mon Jan 26 21:59:36 UTC 2026","passed","Mon Jan 26 21:59:36 UTC 2026","","","",""
"Test cases for TestTypes_Value","1","TestTypes_Value","","Mon Jan 26 21:57:01 UTC 2026","passed","Mon Jan 26 21:57:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/TestTypes_Value","TestTypes_Value"
"Test cases for TestTimeSetValid","0","TestTimeSetValid","","Mon Jan 26 21:57:01 UTC 2026","passed","Mon Jan 26 21:57:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestTimeSetValid","TestTimeSetValid"
"","0","returns true if value is null","searchParams","Mon Jan 26 22:00:17 UTC 2026","passed","Mon Jan 26 22:00:17 UTC 2026","","isEmptyParam","",""
"Test cases for TestManagementResource_SanitizeAndGetRoles","1","TestManagementResource_SanitizeAndGetRoles","","Mon Jan 26 21:57:43 UTC 2026","passed","Mon Jan 26 21:57:43 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_SanitizeAndGetRoles","TestManagementResource_SanitizeAndGetRoles"
"Test cases for TestResources_SearchAssetGroupTags","3","TestResources_SearchAssetGroupTags","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_SearchAssetGroupTags","TestResources_SearchAssetGroupTags"
"","23","displays contact admin message when hidden edge is true","EdgeInfoContent","Mon Jan 26 21:57:51 UTC 2026","passed","Mon Jan 26 21:57:52 UTC 2026","","EdgeInfoContent support for hidden edges","",""
"","47","does not render count for a selected zone if prop is not set","DynamicDetails","Mon Jan 26 21:58:47 UTC 2026","passed","Mon Jan 26 21:58:47 UTC 2026","","","",""
"Test cases for TestResources_UpdateAssetGroupTagSelector","5","TestResources_UpdateAssetGroupTagSelector","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateAssetGroupTagSelector","TestResources_UpdateAssetGroupTagSelector"
"Test cases for TestDatabase_NullUUID","0","TestDatabase_NullUUID","","Mon Jan 26 21:57:01 UTC 2026","passed","Mon Jan 26 21:57:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/TestDatabase_NullUUID","TestDatabase_NullUUID"
"","163","renders a filter button","FileIngestFilterDialog","Mon Jan 26 21:58:13 UTC 2026","passed","Mon Jan 26 21:58:13 UTC 2026","","","",""
"Test cases for TestSetValuesFromEnv","3","TestSetValuesFromEnv","","Mon Jan 26 21:56:57 UTC 2026","passed","Mon Jan 26 21:56:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/config/TestSetValuesFromEnv","TestSetValuesFromEnv"
"","314","disables GraphButton when isCurrentSearchOpen is true","GraphControls","Mon Jan 26 21:58:15 UTC 2026","passed","Mon Jan 26 21:58:15 UTC 2026","","Searching current results","",""
"Test cases for TestBoolFrom","0","TestBoolFrom","","Mon Jan 26 21:57:01 UTC 2026","passed","Mon Jan 26 21:57:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestBoolFrom","TestBoolFrom"
"","26","should display an error message if data does not return from the API","Context Selector Error","Mon Jan 26 21:57:58 UTC 2026","passed","Mon Jan 26 21:57:58 UTC 2026","","","",""
"","522","clear validation error on input","ManagedDatePicker - date validation","Mon Jan 26 21:59:31 UTC 2026","passed","Mon Jan 26 21:59:32 UTC 2026","","","",""
"Test cases for Test_PrimaryNodeKind","0","Test_PrimaryNodeKind","","Mon Jan 26 21:57:24 UTC 2026","passed","Mon Jan 26 21:57:24 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/graphschema/Test_PrimaryNodeKind","Test_PrimaryNodeKind"
"","494","accepts a valid file and allows the user to continue through the upload process","File Upload","Mon Jan 26 21:59:16 UTC 2026","passed","Mon Jan 26 21:59:16 UTC 2026","","","",""
"","290","Toggles node and edge labels on/off depending on their existing state","GraphControls","Mon Jan 26 21:58:14 UTC 2026","passed","Mon Jan 26 21:58:14 UTC 2026","","Toggling labels","",""
"","161","renders the form for editing an existing label","Tag Form","Mon Jan 26 21:57:35 UTC 2026","passed","Mon Jan 26 21:57:35 UTC 2026","","","",""
"","0","Origin label and sizing are used when specified","copySigmaNodesToGraphlibGraph","Mon Jan 26 22:02:44 UTC 2026","passed","Mon Jan 26 22:02:44 UTC 2026","","","",""
"Test cases for TestResources_GetComputerEntityInfo","0","TestResources_GetComputerEntityInfo","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetComputerEntityInfo","TestResources_GetComputerEntityInfo"
"","1273","should display all available SSO providers","UpdateUserDialog","Mon Jan 26 21:58:05 UTC 2026","passed","Mon Jan 26 21:58:06 UTC 2026","","","",""
"Test cases for TestHandleDatabaseErrorNotFound","0","TestHandleDatabaseErrorNotFound","","Mon Jan 26 21:56:43 UTC 2026","passed","Mon Jan 26 21:56:43 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestHandleDatabaseErrorNotFound","TestHandleDatabaseErrorNotFound"
"Test cases for TestArgon2Digest_String","0","TestArgon2Digest_String","","Mon Jan 26 21:57:23 UTC 2026","passed","Mon Jan 26 21:57:23 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/crypto/TestArgon2Digest_String","TestArgon2Digest_String"
"","62","populates the node search field when the 'primarySearch' query param is set","useNodeSearch","Mon Jan 26 22:00:52 UTC 2026","passed","Mon Jan 26 22:00:52 UTC 2026","","","",""
"Test cases for TestGetPlatformAggregateStats_Success","0","TestGetPlatformAggregateStats_Success","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestGetPlatformAggregateStats_Success","TestGetPlatformAggregateStats_Success"
"Test cases for TestMarshalBoolText","0","TestMarshalBoolText","","Mon Jan 26 21:57:01 UTC 2026","passed","Mon Jan 26 21:57:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestMarshalBoolText","TestMarshalBoolText"
"","48","should should reflect the NOT checked state for public query","SavedQueryPermissions","Mon Jan 26 22:00:05 UTC 2026","passed","Mon Jan 26 22:00:05 UTC 2026","","","",""
"","1687","renders correct search elements after keypresses","GraphView","Mon Jan 26 22:02:34 UTC 2026","passed","Mon Jan 26 22:02:36 UTC 2026","","","",""
"Test cases for TestVersion_GreaterThan","0","TestVersion_GreaterThan","","Mon Jan 26 21:57:18 UTC 2026","passed","Mon Jan 26 21:57:18 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/version/TestVersion_GreaterThan","TestVersion_GreaterThan"
"Test cases for TestJSONFloat_MarshalJSON","0","TestJSONFloat_MarshalJSON","","Mon Jan 26 21:57:01 UTC 2026","passed","Mon Jan 26 21:57:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/nan/TestJSONFloat_MarshalJSON","TestJSONFloat_MarshalJSON"
